2014-10-15 16:45:00 -0400,##security,AR45,Virus?
2014-10-15 16:57:58 -0400,##security,crazypyro,AR45: That's not rude. You are ignorant of even basic security knowledge like what Kali is and how to use a virtual machine.
2014-10-15 17:01:04 -0400,##security,sartan,ar45 pyv8 is helpful in this pdf malware analysis tool to actually execute embedded js within the context of 'a pdf'
2014-10-15 17:01:27 -0400,##security,sartan,i managed to get the malware in this pdf to run under pydetox but since it didn't actually have access to any of the acrobat form embedded data i was not able to craft the call home urll
2014-10-15 17:11:45 -0400,##networking,jailbot,whats networking vs security?
2014-10-15 17:24:29 -0400,##security,CrowT,http://www.thesecuritysetup.com/home/2014/10/1/hd-moore
2014-10-15 17:39:17 -0400,##security,CheckDavid,So much for ##security
2014-10-15 18:22:00 -0400,##security,Sling,"ponga2112: ""In the coming months, we hope to remove support for SSL 3.0 completely from our client products. "" ( http://googleonlinesecurity.blogspot.nl/2014/10/this-poodle-bites-exploiting-ssl-30.html )"
2014-10-15 18:38:52 -0400,##security,JodaZ,"indeed, so any way it is done ""right"" means its actually undermining security, viccuad"
2014-10-15 18:44:18 -0400,##security,viccuad,its possible to some extent. its impossible to secure someone against a determined attacker
2014-10-15 19:48:10 -0400,##security,JodaZ,"ponga2112, no, its an oracle type attack"
2014-10-15 20:02:43 -0400,#oss-security,Guest41206,is this the right place to ask about drupal sql injection exploit?
2014-10-15 20:05:21 -0400,##security,njcomsec,oracle type attack?
2014-10-15 20:23:48 -0400,##security,josef___,I use a Mac. No viruses.
2014-10-15 20:37:46 -0400,##security,ma3str0,"lol webb1 if the server you are trying to exploit has been patched, you can no longer exploit it"
2014-10-15 21:02:19 -0400,##security,lego2,"so, what do smart ppl do against DDOS these days?"
2014-10-15 21:03:42 -0400,##security,Hydrogenum,lego2: depends on the type of DDoS
2014-10-15 21:04:15 -0400,##security,lego2,"cloudflare are gay, are there any nongay anti-ddos companies?"
2014-10-15 21:25:14 -0400,##security,liveAndLetDie,"You can get wormwood pretty easily liberal, but its not what you'd expect."
2014-10-15 21:28:51 -0400,##security,Ansikt,Even the original absinthe didn't have enough wormwood to make people see illusions.  The idea of the green fairy / hallucinations was largely due to some other alcohol manufacturers lobbying against the drink.
2014-10-15 21:55:56 -0400,##security,ryonaloli,"what's the best practice in situations like this, for server security?"
2014-10-15 22:25:09 -0400,##security,n00per,"Hey guys, I was looking at a wordpress site code and found a Local File Disclosure vulnerability in a php file included in the theme, the problem is there is some text appended to the end of the path like this readfile($path.'/../include/conf.txt'); The server is running PHP 5.3.10 so it's not vulnerable to null byte nor path truncation. It doesn't have any special php wrappers like expect installed either. How do you think I can exploit thi"
2014-10-15 22:26:39 -0400,##security,n00per,it's a wp site I'm pentesting but I need to exploit this vuln as far as I can
2014-10-15 22:41:32 -0400,##security,liveAndLetDie,"n00per: Appologies if we accused you of being someone else, we kind of get that a lot... people being told ""sorry bro"" then coming back an hour later with a different nick slightly deeper into the computer they're attacking"
2014-10-15 22:46:02 -0400,##security,n00per,"each vhost was a new attack vector, I managed to get access to one of them but like I said I cannot bypass open_basedir"
2014-10-15 22:54:42 -0400,##security,lego2,"n00per: you sir, are a real hacker"
2014-10-15 23:07:37 -0400,##security,ryonaloli,rryoumaa: set tls.security.min to 1 in about:config i think
2014-10-15 23:12:36 -0400,##security,Fun1,liveAndLetDie: say hackers hacked sony db
2014-10-15 23:20:59 -0400,##security,Fun,if u feel extra security oriented
2014-10-16 00:40:57 -0400,##security,liberal,because online petitions aren't susceptible to hacking or other exploitation :/
2014-10-16 01:27:25 -0400,##security,Cthulhon,Shh.  No mentioning security stuff here.
2014-10-16 01:27:41 -0400,##security,STumbles,who said anything about security
2014-10-16 01:28:31 -0400,##security,STumbles,the hacker 4chan did it
2014-10-16 02:22:58 -0400,##networking,justanotheruser,"hmm. So I really like the features amazon has to set up security groups, disk size, etc. Is there something comparably advanced that is cheaper?"
2014-10-16 02:50:55 -0400,##security,opk0de,Can anybody explain to me why malware writers put there polymorphic engine inside the infected binary? why dont they make it request the decryptor and encrypted binary from a C&C server?
2014-10-16 03:01:42 -0400,##security,opk0de,you're virus like spagethi inside the host
2014-10-16 03:02:06 -0400,##security,opk0de,even better find instructions that you can reuse like gadgets of a nop in the host binary and make the virus use them
2014-10-16 03:03:37 -0400,##security,opk0de,if you make it randomly choose either one random buffer size... I really find it strange alot of malware authors dont use this alot
2014-10-16 03:04:54 -0400,##security,ome,"opk0de: That would be a very specialized virus that only work for a small set of targets. So it again boils down to propagation rate. I would be very surprised if they don't exist though, for very specialized attacks though."
2014-10-16 03:04:59 -0400,##security,liveAndLetDie,I think they find it easier to change the malware just enough to evade the signature
2014-10-16 03:05:11 -0400,##security,liveAndLetDie,Theres just so much malware.
2014-10-16 03:11:39 -0400,##security,opk0de,I want to be in a place full of people that care only about that. and dont care about how much they can make renting out ddos capability
2014-10-16 03:39:10 -0400,##security,Boohbah,Le_viathan: 'free vpn' and security are mutually exclusive
2014-10-16 04:02:04 -0400,##networking,^7heo_,DGMurdockIII: you can't base security on mac addresses =/
2014-10-16 04:08:01 -0400,##networking,^7heo_,It's not like if it was a security hole...
2014-10-16 04:35:41 -0400,#archlinux-security,rgacogne,ASA-201410-6 released for openssl: https://lists.archlinux.org/pipermail/arch-security/2014-October/000117.html
2014-10-16 05:23:18 -0400,##networking,zapotah,Aliekezhi-TS: his question was about port-security mac learning
2014-10-16 05:31:06 -0400,##networking,pclover,even if you client supports TLS 1.2 and you can do a downgrade attack
2014-10-16 05:34:28 -0400,##networking,pclover,https://community.qualys.com/blogs/securitylabs/2014/10/15/ssl-3-is-dead-killed-by-the-poodle-attack
2014-10-16 05:37:22 -0400,##networking,zapotah,"Security Labs: SSL 3 is dead, killed by the POO... |Qualys Community"
2014-10-16 05:37:53 -0400,##networking,workingcats,just like they do with card security
2014-10-16 05:40:24 -0400,##networking,workingcats,"day, i dont have any current example since i moved back to germany and it isn't quite THAT bad, but as long as i was still with HSBC UK, their security was far inferior to most forums even.."
2014-10-16 05:41:18 -0400,##networking,gcbirzan,"but, it's okay, block my card for this 5USD a month recurring transaction, every month, because 'omg, security'"
2014-10-16 05:42:30 -0400,##networking,workingcats,"day, bullshit anyways, only real security is a class 3 reader, end of discussion"
2014-10-16 05:42:45 -0400,##networking,workingcats,sorry but anyone who doesnt understand this just has no business being involved in security
2014-10-16 05:42:55 -0400,#archlinux-security,anthraxx42,rgacogne: yeah i started feeling kind of enthusiastic how we start to handle arch security. nice work all! :D
2014-10-16 05:43:18 -0400,##networking,workingcats,not proper security. it only counts if the independent device displays amount and recipient
2014-10-16 05:45:49 -0400,##networking,workingcats,"day, given the RIDICULOUS security situation on every phone platform i dont understand how anyone could so much as CONSIDER using phones for security"
2014-10-16 05:47:40 -0400,##networking,collincd,"speaking of cards, we're just starting to get the ones with the security chips in the U.S."
2014-10-16 07:49:22 -0400,##security,N30M1ND,"and Wh0, that part of the code 'looks' fine to me. The characters are whitelisted so there are very little vectors to attack it"
2014-10-16 08:12:32 -0400,#archlinux-security,rgacogne,ASA-201410-7 released for drupal: https://lists.archlinux.org/pipermail/arch-security/2014-October/000118.html
2014-10-16 08:16:42 -0400,##security,JodaZ,"_inte_, otherwise, know that fips is more of a detriment to security than it helps"
2014-10-16 09:06:37 -0400,##security,Sarodj,hybrid dictionary attack
2014-10-16 09:09:28 -0400,##security,bewees,Do you recommend in general to encrypt the home partition? I imagine that encrypting the home partition is helpful if I store the backup of /home on another system or if someone physically steals the disk. I think the encryption is useless if someone attacks the system directly and then just sniffs the passphrase which is entered on every boot when automounting?
2014-10-16 09:14:55 -0400,##security,cym13,waqstar: You mean something like that ? http://securityreliks.wordpress.com/2010/08/20/devtcp-as-a-weapon/
2014-10-16 09:41:40 -0400,##networking,taylanub,"anyone looked into Ian Grant's recent rants on how we should work towards better security in programming language implementations as well as network stacks?  it's somewhat complicated and he's prone to sounding paranoid, but there's some very interesting ideas there"
2014-10-16 09:49:38 -0400,##security,Celerity,"JodaZ: Lol, that's so true. CSS3, HTML5, The Next Generation Web Page(tm)... checks out, they must have awesome security"
2014-10-16 09:49:49 -0400,##security,Celerity,cue security leaks within a week
2014-10-16 09:57:28 -0400,##security,liveAndLetDie,"Oh, its a security training company, their motto is Try Harder (tm)"
2014-10-16 09:57:31 -0400,##security,liberal,liveAndLetDie: i hope you turned it on. i bet they just want to help mitigate security risks
2014-10-16 10:04:57 -0400,##security,liveAndLetDie,"In this case, ""Your hard drive has been corrupted by internet hackers."""
2014-10-16 10:06:08 -0400,##security,liveAndLetDie,and told be every error was the result of the hacker doing something bad
2014-10-16 10:13:19 -0400,##security,liveAndLetDie,Shitty code is great for security
2014-10-16 10:14:56 -0400,##security,liveAndLetDie,Thats pretty fatal for a security application...
2014-10-16 10:25:40 -0400,##networking,cetex,"then hired a team of 10 people, 8 armed guards, at least one attack helicopter, 1 fiberoptic engineer and one person specialized in pressured pipes + measuring equipment."
2014-10-16 10:27:03 -0400,##security,Celerity,but you're giving people the false sense of security
2014-10-16 10:27:43 -0400,##security,liveAndLetDie,But if you're aware of the security risks you can do things right.
2014-10-16 10:36:56 -0400,##security,njcomsec,"can someone recommend a safe proxy ite to use? by safe i mean free from malware..... i just want to use it to browse torrent sites.... i did search myself for one on google after visiting a few sites, weird shit started happening on windows so im pretty sure a lot of them have virus or something"
2014-10-16 10:42:13 -0400,#owasp,ameya,i want to work on security related proj.. can anyone help me?
2014-10-16 10:46:06 -0400,#owasp,ameya,"i am interested in js, c++,python etc.. I worked on firefox's security features before.."
2014-10-16 10:47:02 -0400,#owasp,ameya,Hedgework: I would like to work on something related to cryptography or web security
2014-10-16 10:54:32 -0400,#owasp,Hedgework,There's a lot that can and should be done to make crypto more accessible to non-hackers.
2014-10-16 11:04:48 -0400,#owasp,Hedgework,"If you're interested in security, this isn't a bad place to be."
2014-10-16 11:09:08 -0400,##security,TheJH,"tty0x80: the fake ""root exploit""?"
2014-10-16 11:40:15 -0400,##networking,IanWizard,"Someone mentioned Ian grant ranting about networking library implementation security.  I got the highlight (on ""ian"") on my phone,  so I can't find it now.   Anyone have a link perhaps?  Or know who said it?"
2014-10-16 11:45:11 -0400,##networking,catphish,"is SSLv3 inherently insecure, or can these padding exploits be prevented on the server side?"
2014-10-16 11:46:09 -0400,##security,liveAndLetDie,"I ran a fuzzer to test out this fuzzing library, and it marked this as a ""success"". Any idea if/how it might be exploitable? Looks harmless to me..."
